Using device: cuda
CUDA available: True
Loading light curves...
finished getting all files
Loaded 10 light curves
/home/pdong/.conda/envs/myenv/lib/python3.11/site-packages/torch/nn/modules/transformer.py:502: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. (Triggered internally at /opt/conda/conda-bld/pytorch_1729647429097/work/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Epoch 0, Train Loss: 42471.7500, Validation Loss: 2478.0486
Epoch 9300, Train Loss: 763.8643, Validation Loss: 275.8713
Epoch 9400, Train Loss: 778.3253, Validation Loss: 274.5838
Epoch 9500, Train Loss: 706.8078, Validation Loss: 275.4457
Epoch 9600, Train Loss: 790.1320, Validation Loss: 274.9349
Epoch 9700, Train Loss: 679.7559, Validation Loss: 274.7069
Epoch 9800, Train Loss: 974.3813, Validation Loss: 274.3914
Epoch 9900, Train Loss: 764.2091, Validation Loss: 274.6508
Epoch 10000, Train Loss: 1105.1018, Validation Loss: 273.8503
Epoch 10100, Train Loss: 698.1400, Validation Loss: 274.4489
Epoch 10200, Train Loss: 798.1221, Validation Loss: 275.5872
Epoch 10300, Train Loss: 891.0771, Validation Loss: 275.7877
Epoch 10400, Train Loss: 792.4587, Validation Loss: 275.5918
Epoch 10500, Train Loss: 730.7787, Validation Loss: 276.1017
Epoch 10600, Train Loss: 712.9505, Validation Loss: 275.2345
Epoch 10700, Train Loss: 711.1537, Validation Loss: 275.1003
Epoch 10800, Train Loss: 722.5673, Validation Loss: 274.5762
Epoch 10900, Train Loss: 922.3620, Validation Loss: 274.1006
Epoch 11000, Train Loss: 987.9888, Validation Loss: 271.3790
Epoch 11100, Train Loss: 569.4740, Validation Loss: 269.2351
Epoch 11200, Train Loss: 650.4344, Validation Loss: 268.4983
Epoch 11300, Train Loss: 685.0359, Validation Loss: 268.2869
Epoch 11400, Train Loss: 820.5446, Validation Loss: 270.1643
Epoch 11500, Train Loss: 1005.2343, Validation Loss: 269.4112
Epoch 11600, Train Loss: 876.9448, Validation Loss: 268.1646
Epoch 11700, Train Loss: 962.6041, Validation Loss: 269.0786
Epoch 11800, Train Loss: 957.7780, Validation Loss: 266.2833
Epoch 11900, Train Loss: 716.0656, Validation Loss: 266.7137
Epoch 12000, Train Loss: 528.2691, Validation Loss: 267.7928
Epoch 12100, Train Loss: 1010.0454, Validation Loss: 267.5352
Epoch 12200, Train Loss: 948.7146, Validation Loss: 266.9192
Epoch 12300, Train Loss: 1000.9595, Validation Loss: 264.9433
Epoch 12400, Train Loss: 1091.6865, Validation Loss: 265.2840
Epoch 12500, Train Loss: 929.2082, Validation Loss: 264.4652
Epoch 12600, Train Loss: 667.2275, Validation Loss: 262.9359
Epoch 12700, Train Loss: 685.0011, Validation Loss: 262.2067
Epoch 12800, Train Loss: 1035.0710, Validation Loss: 261.6359
Epoch 12900, Train Loss: 511.4195, Validation Loss: 260.8805
Epoch 13000, Train Loss: 683.3895, Validation Loss: 261.0916
Epoch 13100, Train Loss: 1066.2199, Validation Loss: 261.0070
Epoch 13200, Train Loss: 693.0054, Validation Loss: 260.5972
Epoch 13300, Train Loss: 605.2420, Validation Loss: 260.4248
Epoch 13400, Train Loss: 1152.0490, Validation Loss: 260.2713
Epoch 13500, Train Loss: 623.9016, Validation Loss: 261.3698
Epoch 13600, Train Loss: 1012.4189, Validation Loss: 262.8501
Epoch 13700, Train Loss: 482.7939, Validation Loss: 262.6192
Epoch 13800, Train Loss: 732.9042, Validation Loss: 261.9364
Epoch 13900, Train Loss: 790.3416, Validation Loss: 261.7478
Epoch 14000, Train Loss: 703.6745, Validation Loss: 261.0525
Epoch 14100, Train Loss: 816.5451, Validation Loss: 261.4823
Epoch 14200, Train Loss: 1000.1802, Validation Loss: 262.7087
Epoch 14300, Train Loss: 755.7889, Validation Loss: 263.6177
Epoch 14400, Train Loss: 839.8915, Validation Loss: 263.0319
Epoch 14500, Train Loss: 853.5225, Validation Loss: 262.3973
Epoch 14600, Train Loss: 754.5850, Validation Loss: 262.4007
Epoch 14700, Train Loss: 632.7416, Validation Loss: 260.9355
Epoch 14800, Train Loss: 878.9283, Validation Loss: 260.6920
Epoch 14900, Train Loss: 773.4373, Validation Loss: 262.1847
Epoch 15000, Train Loss: 911.9544, Validation Loss: 262.3934
Epoch 15100, Train Loss: 456.5819, Validation Loss: 262.4426
Epoch 15200, Train Loss: 739.1146, Validation Loss: 260.2588
Epoch 15300, Train Loss: 661.4335, Validation Loss: 259.5372
Epoch 15400, Train Loss: 609.9188, Validation Loss: 259.2658
Epoch 15500, Train Loss: 658.1988, Validation Loss: 259.7655
Epoch 15600, Train Loss: 890.2457, Validation Loss: 258.5893
Epoch 15700, Train Loss: 858.7723, Validation Loss: 256.3619
Epoch 15800, Train Loss: 984.2251, Validation Loss: 256.9578
Epoch 15900, Train Loss: 937.5230, Validation Loss: 256.8439
Epoch 16000, Train Loss: 597.5334, Validation Loss: 254.2696
Epoch 16100, Train Loss: 599.3087, Validation Loss: 253.6662
Epoch 16200, Train Loss: 567.5304, Validation Loss: 253.4688
Epoch 16300, Train Loss: 833.6087, Validation Loss: 254.8454
Epoch 16400, Train Loss: 818.8328, Validation Loss: 254.8104
Epoch 16500, Train Loss: 743.8816, Validation Loss: 255.4033
Epoch 16600, Train Loss: 506.3263, Validation Loss: 256.1909
Epoch 16700, Train Loss: 877.6332, Validation Loss: 257.2333
Epoch 16800, Train Loss: 687.3617, Validation Loss: 257.5681
Epoch 16900, Train Loss: 1156.3414, Validation Loss: 258.0531
Epoch 17000, Train Loss: 877.0974, Validation Loss: 258.4012
Epoch 17100, Train Loss: 504.3847, Validation Loss: 257.3184
Epoch 17200, Train Loss: 1028.0993, Validation Loss: 256.4899
Epoch 17300, Train Loss: 594.0883, Validation Loss: 256.7191
Epoch 17400, Train Loss: 547.6237, Validation Loss: 256.4071
Epoch 17500, Train Loss: 874.5595, Validation Loss: 257.6102
Epoch 17600, Train Loss: 767.4827, Validation Loss: 256.3714
Epoch 17700, Train Loss: 582.0730, Validation Loss: 255.7009
Epoch 17800, Train Loss: 840.5596, Validation Loss: 255.0482
Epoch 17900, Train Loss: 644.2119, Validation Loss: 254.9256
Epoch 18000, Train Loss: 763.9780, Validation Loss: 254.3173
Epoch 18100, Train Loss: 733.0390, Validation Loss: 254.2732
Epoch 18200, Train Loss: 598.3059, Validation Loss: 254.0197
Epoch 18300, Train Loss: 993.5917, Validation Loss: 252.8718
Epoch 18400, Train Loss: 928.9261, Validation Loss: 253.7789
Epoch 18500, Train Loss: 724.6044, Validation Loss: 253.5797
Epoch 18600, Train Loss: 864.2012, Validation Loss: 253.1121
Epoch 18700, Train Loss: 684.4324, Validation Loss: 255.0635
Epoch 18800, Train Loss: 1150.8342, Validation Loss: 256.4396
Epoch 18900, Train Loss: 673.3278, Validation Loss: 256.6396
Epoch 19000, Train Loss: 592.1768, Validation Loss: 255.6861
Epoch 19100, Train Loss: 734.8182, Validation Loss: 253.0480
Epoch 19200, Train Loss: 645.7940, Validation Loss: 252.9524
Epoch 19300, Train Loss: 511.1594, Validation Loss: 251.8671
Epoch 19400, Train Loss: 889.7390, Validation Loss: 251.0248
Epoch 19500, Train Loss: 723.2407, Validation Loss: 250.4899
Epoch 19600, Train Loss: 489.1491, Validation Loss: 251.0107
Epoch 19700, Train Loss: 634.6422, Validation Loss: 251.5285
Epoch 19800, Train Loss: 640.8489, Validation Loss: 251.6273
Epoch 19900, Train Loss: 782.5698, Validation Loss: 252.6777
Epoch 20000, Train Loss: 1353.3672, Validation Loss: 251.9878
Epoch 20100, Train Loss: 566.3496, Validation Loss: 251.4495
Epoch 20200, Train Loss: 640.3512, Validation Loss: 250.1856
Epoch 20300, Train Loss: 593.8065, Validation Loss: 250.3403
Epoch 20400, Train Loss: 674.3802, Validation Loss: 248.2223
Epoch 20500, Train Loss: 676.1383, Validation Loss: 248.4752
Epoch 20600, Train Loss: 856.4554, Validation Loss: 248.5186
Epoch 20700, Train Loss: 666.5428, Validation Loss: 247.9950
Epoch 20800, Train Loss: 853.4247, Validation Loss: 247.3930
Epoch 20900, Train Loss: 714.8492, Validation Loss: 248.5180
Epoch 21000, Train Loss: 879.3405, Validation Loss: 248.8367
Epoch 21100, Train Loss: 515.0304, Validation Loss: 247.7743
Epoch 21200, Train Loss: 709.7674, Validation Loss: 247.6889
Epoch 21300, Train Loss: 454.6758, Validation Loss: 246.6521
Epoch 21400, Train Loss: 607.8657, Validation Loss: 247.2137
Epoch 21500, Train Loss: 626.3634, Validation Loss: 246.7406
Epoch 21600, Train Loss: 692.5024, Validation Loss: 248.0650
Epoch 21700, Train Loss: 498.1623, Validation Loss: 248.7254
Epoch 21800, Train Loss: 593.3117, Validation Loss: 247.7299
Epoch 21900, Train Loss: 748.8752, Validation Loss: 247.3034
Epoch 22000, Train Loss: 628.3530, Validation Loss: 246.4141
Epoch 22100, Train Loss: 648.5287, Validation Loss: 245.8034
Epoch 22200, Train Loss: 636.9519, Validation Loss: 245.1437
Epoch 22300, Train Loss: 714.5980, Validation Loss: 245.5156
Epoch 22400, Train Loss: 802.9162, Validation Loss: 245.8739
Epoch 22500, Train Loss: 612.0147, Validation Loss: 245.9485
Epoch 22600, Train Loss: 609.3968, Validation Loss: 245.4952
Epoch 22700, Train Loss: 657.2836, Validation Loss: 245.1975
Epoch 22800, Train Loss: 361.4768, Validation Loss: 246.7488
Epoch 22900, Train Loss: 646.4538, Validation Loss: 246.4106
Epoch 23000, Train Loss: 725.1567, Validation Loss: 245.7204
Epoch 23100, Train Loss: 853.8246, Validation Loss: 245.1110
Epoch 23200, Train Loss: 623.4851, Validation Loss: 244.5190
Epoch 23300, Train Loss: 486.1356, Validation Loss: 244.4211
Epoch 23400, Train Loss: 592.8075, Validation Loss: 244.7091
Epoch 23500, Train Loss: 609.0731, Validation Loss: 243.8915
Epoch 23600, Train Loss: 601.5235, Validation Loss: 244.4678
Epoch 23700, Train Loss: 627.0511, Validation Loss: 244.6010
Epoch 23800, Train Loss: 540.7226, Validation Loss: 244.7300
Epoch 23900, Train Loss: 916.9826, Validation Loss: 243.8914
Epoch 24000, Train Loss: 751.8668, Validation Loss: 243.9044
Epoch 24100, Train Loss: 568.2295, Validation Loss: 242.6560
Epoch 24200, Train Loss: 699.5368, Validation Loss: 242.2563
Epoch 24300, Train Loss: 586.0921, Validation Loss: 241.1119
Epoch 24400, Train Loss: 584.5867, Validation Loss: 241.5054
Epoch 24500, Train Loss: 637.3324, Validation Loss: 242.3613
Epoch 24600, Train Loss: 514.2125, Validation Loss: 241.8391
Epoch 24700, Train Loss: 730.9184, Validation Loss: 242.0403
Epoch 24800, Train Loss: 479.4801, Validation Loss: 242.0816
Epoch 24900, Train Loss: 709.0656, Validation Loss: 243.0696
Epoch 25000, Train Loss: 816.1876, Validation Loss: 243.0023
Epoch 25100, Train Loss: 589.5222, Validation Loss: 242.8387
Epoch 25200, Train Loss: 438.3000, Validation Loss: 243.3212
Epoch 25300, Train Loss: 688.0751, Validation Loss: 243.1556
Epoch 25400, Train Loss: 674.8786, Validation Loss: 242.7484
Epoch 25500, Train Loss: 705.8778, Validation Loss: 242.9307
Epoch 25600, Train Loss: 739.8606, Validation Loss: 241.8774
Epoch 25700, Train Loss: 562.6996, Validation Loss: 240.3610
Epoch 25800, Train Loss: 469.5896, Validation Loss: 240.3498
Epoch 25900, Train Loss: 570.7000, Validation Loss: 240.1910
Epoch 26000, Train Loss: 584.9781, Validation Loss: 239.4196
Epoch 26100, Train Loss: 730.2448, Validation Loss: 239.0179
Epoch 26200, Train Loss: 541.0029, Validation Loss: 237.5757
Epoch 26300, Train Loss: 712.4897, Validation Loss: 236.9031
Epoch 26400, Train Loss: 773.5000, Validation Loss: 237.5723
Epoch 26500, Train Loss: 688.4309, Validation Loss: 237.0735
Epoch 26600, Train Loss: 771.5335, Validation Loss: 236.7931
Epoch 26700, Train Loss: 563.9676, Validation Loss: 235.7965
Epoch 26800, Train Loss: 495.7178, Validation Loss: 234.7624
Epoch 26900, Train Loss: 572.9252, Validation Loss: 233.2437
Epoch 27000, Train Loss: 625.8536, Validation Loss: 232.8739
Epoch 27100, Train Loss: 553.7016, Validation Loss: 232.5029
Epoch 27200, Train Loss: 689.5292, Validation Loss: 232.0264
Epoch 27300, Train Loss: 654.3081, Validation Loss: 231.6554
Epoch 27400, Train Loss: 578.9418, Validation Loss: 231.6756
Epoch 27500, Train Loss: 864.4518, Validation Loss: 231.6915
Epoch 27600, Train Loss: 639.7454, Validation Loss: 230.3326
Epoch 27700, Train Loss: 762.0220, Validation Loss: 230.6849
Epoch 27800, Train Loss: 885.6188, Validation Loss: 229.8686
Epoch 27900, Train Loss: 657.6117, Validation Loss: 229.1504
Epoch 28000, Train Loss: 677.1358, Validation Loss: 228.1198
Epoch 28100, Train Loss: 483.1627, Validation Loss: 226.6917
Epoch 28200, Train Loss: 584.7269, Validation Loss: 225.8704
Epoch 28300, Train Loss: 668.7456, Validation Loss: 226.4785
Epoch 28400, Train Loss: 418.1933, Validation Loss: 227.3865
Epoch 28500, Train Loss: 365.5171, Validation Loss: 228.3488
Epoch 28600, Train Loss: 396.5200, Validation Loss: 228.4203
Epoch 28700, Train Loss: 508.0849, Validation Loss: 227.8920
Epoch 28800, Train Loss: 473.8364, Validation Loss: 226.8717
Epoch 28900, Train Loss: 517.0043, Validation Loss: 226.0996
Epoch 29000, Train Loss: 629.6868, Validation Loss: 225.3109
Epoch 29100, Train Loss: 607.9261, Validation Loss: 223.7200
Epoch 29200, Train Loss: 597.0781, Validation Loss: 223.1654
Epoch 29300, Train Loss: 513.4035, Validation Loss: 222.8461
Epoch 29400, Train Loss: 592.0093, Validation Loss: 221.8606
Epoch 29500, Train Loss: 503.3026, Validation Loss: 222.4737
Epoch 29600, Train Loss: 632.9851, Validation Loss: 221.2383
Epoch 29700, Train Loss: 527.3129, Validation Loss: 220.6727
Epoch 29800, Train Loss: 538.0640, Validation Loss: 219.3810
Epoch 29900, Train Loss: 642.6197, Validation Loss: 218.8770
Epoch 30000, Train Loss: 618.1443, Validation Loss: 218.6176
Epoch 30100, Train Loss: 761.2637, Validation Loss: 217.3964
Epoch 30200, Train Loss: 619.3101, Validation Loss: 216.8342
Epoch 30300, Train Loss: 579.2621, Validation Loss: 217.0895
Epoch 30400, Train Loss: 546.6887, Validation Loss: 217.9618
Epoch 30500, Train Loss: 576.6667, Validation Loss: 218.4162
Epoch 30600, Train Loss: 570.1544, Validation Loss: 217.6325
Epoch 30700, Train Loss: 1047.3700, Validation Loss: 218.4625
Epoch 30800, Train Loss: 837.1129, Validation Loss: 217.8524
Epoch 30900, Train Loss: 821.7851, Validation Loss: 217.8320
Epoch 31000, Train Loss: 598.3418, Validation Loss: 217.6892
Epoch 31100, Train Loss: 455.2469, Validation Loss: 216.9880
Epoch 31200, Train Loss: 439.4188, Validation Loss: 216.7056
Epoch 31300, Train Loss: 672.9180, Validation Loss: 215.9143
Epoch 31400, Train Loss: 498.3732, Validation Loss: 215.3989
Epoch 31500, Train Loss: 585.9332, Validation Loss: 214.4259
Epoch 31600, Train Loss: 850.2932, Validation Loss: 214.6350
Epoch 31700, Train Loss: 641.4830, Validation Loss: 213.6526
Epoch 31800, Train Loss: 534.9058, Validation Loss: 213.1567
Epoch 31900, Train Loss: 571.2234, Validation Loss: 213.1792
Epoch 32000, Train Loss: 587.4951, Validation Loss: 212.7207
Epoch 32100, Train Loss: 524.8162, Validation Loss: 212.8136
Epoch 32200, Train Loss: 663.1900, Validation Loss: 213.1131
Epoch 32300, Train Loss: 618.8611, Validation Loss: 213.1305
Epoch 32400, Train Loss: 391.9608, Validation Loss: 214.5940
Epoch 32500, Train Loss: 641.2248, Validation Loss: 213.8082
Epoch 32600, Train Loss: 725.1297, Validation Loss: 212.7266
Epoch 32700, Train Loss: 847.0111, Validation Loss: 212.5425
Epoch 32800, Train Loss: 473.8920, Validation Loss: 212.3193
Epoch 32900, Train Loss: 645.0852, Validation Loss: 209.5541
Epoch 33000, Train Loss: 397.0632, Validation Loss: 208.0571
Epoch 33100, Train Loss: 565.9087, Validation Loss: 207.5356
Epoch 33200, Train Loss: 484.0332, Validation Loss: 206.0749
Epoch 33300, Train Loss: 346.1217, Validation Loss: 206.9841
Epoch 33400, Train Loss: 523.7471, Validation Loss: 206.1948
Epoch 33500, Train Loss: 435.2657, Validation Loss: 206.4389
Epoch 33600, Train Loss: 491.5492, Validation Loss: 205.4844
Epoch 33700, Train Loss: 595.5634, Validation Loss: 204.6566
Epoch 33800, Train Loss: 462.3025, Validation Loss: 204.1766
Epoch 33900, Train Loss: 579.3515, Validation Loss: 203.2921
Epoch 34000, Train Loss: 683.1240, Validation Loss: 203.4808
Epoch 34100, Train Loss: 639.3955, Validation Loss: 203.0949
Epoch 34200, Train Loss: 691.5057, Validation Loss: 203.2491
Epoch 34300, Train Loss: 615.4570, Validation Loss: 202.9140
Epoch 34400, Train Loss: 511.7626, Validation Loss: 202.4642
Epoch 34500, Train Loss: 440.5655, Validation Loss: 201.6034
Epoch 34600, Train Loss: 649.7372, Validation Loss: 201.9146
Epoch 34700, Train Loss: 567.0137, Validation Loss: 201.8511
Epoch 34800, Train Loss: 624.2366, Validation Loss: 201.2646
Epoch 34900, Train Loss: 623.9408, Validation Loss: 201.2881
Epoch 35000, Train Loss: 573.1485, Validation Loss: 201.1275
Epoch 35100, Train Loss: 661.5657, Validation Loss: 200.6176
Epoch 35200, Train Loss: 550.0400, Validation Loss: 199.4866
Epoch 35300, Train Loss: 572.9645, Validation Loss: 197.7454
Epoch 35400, Train Loss: 574.9310, Validation Loss: 197.4658
Epoch 35500, Train Loss: 859.8246, Validation Loss: 196.6547
Epoch 35600, Train Loss: 355.5561, Validation Loss: 196.5461
Epoch 35700, Train Loss: 501.8715, Validation Loss: 195.8371
Epoch 35800, Train Loss: 742.5092, Validation Loss: 196.6391
Epoch 35900, Train Loss: 604.1667, Validation Loss: 195.3711
Epoch 36000, Train Loss: 588.8764, Validation Loss: 195.6573
Epoch 36100, Train Loss: 474.5615, Validation Loss: 194.1415
Epoch 36200, Train Loss: 495.7201, Validation Loss: 193.9328
Epoch 36300, Train Loss: 812.9039, Validation Loss: 193.6406
Epoch 36400, Train Loss: 533.5755, Validation Loss: 193.6301
Epoch 36500, Train Loss: 615.3126, Validation Loss: 193.8598
Epoch 36600, Train Loss: 618.5576, Validation Loss: 193.9001
Epoch 36700, Train Loss: 697.4273, Validation Loss: 192.5870
Epoch 36800, Train Loss: 575.9107, Validation Loss: 191.9250
Epoch 36900, Train Loss: 738.8936, Validation Loss: 191.4398
Epoch 37000, Train Loss: 499.5759, Validation Loss: 191.2404
Epoch 37100, Train Loss: 398.0988, Validation Loss: 190.4819
Epoch 37200, Train Loss: 427.7754, Validation Loss: 190.4078
Epoch 37300, Train Loss: 414.7523, Validation Loss: 189.9387
Epoch 37400, Train Loss: 651.6874, Validation Loss: 190.3086
Epoch 37500, Train Loss: 802.5094, Validation Loss: 189.8260
Epoch 37600, Train Loss: 725.4337, Validation Loss: 189.5930
Epoch 37700, Train Loss: 413.5427, Validation Loss: 189.7592
Epoch 37800, Train Loss: 705.9210, Validation Loss: 188.4216
Epoch 37900, Train Loss: 486.7068, Validation Loss: 188.5373
Epoch 38000, Train Loss: 516.4007, Validation Loss: 189.3128
Epoch 38100, Train Loss: 632.6745, Validation Loss: 188.8891
Epoch 38200, Train Loss: 402.2222, Validation Loss: 187.9480
Epoch 38300, Train Loss: 421.9223, Validation Loss: 186.9438
Epoch 38400, Train Loss: 439.6098, Validation Loss: 186.6949
Epoch 38500, Train Loss: 507.4302, Validation Loss: 187.3507
Epoch 38600, Train Loss: 526.4202, Validation Loss: 188.5780
Epoch 38700, Train Loss: 791.4332, Validation Loss: 188.4310
Epoch 38800, Train Loss: 489.1484, Validation Loss: 187.6901
Epoch 38900, Train Loss: 525.7305, Validation Loss: 187.6035
Epoch 39000, Train Loss: 574.1091, Validation Loss: 187.7461
Epoch 39100, Train Loss: 590.6490, Validation Loss: 187.8609
Epoch 39200, Train Loss: 530.6392, Validation Loss: 187.7582
Epoch 39300, Train Loss: 407.9589, Validation Loss: 187.4533
Epoch 39400, Train Loss: 745.7177, Validation Loss: 187.0532
Epoch 39500, Train Loss: 427.5949, Validation Loss: 187.6136
Epoch 39600, Train Loss: 626.2456, Validation Loss: 186.2832
Epoch 39700, Train Loss: 469.8729, Validation Loss: 186.1708
Epoch 39800, Train Loss: 532.3085, Validation Loss: 185.0685
Epoch 39900, Train Loss: 454.7668, Validation Loss: 185.4876
Epoch 40000, Train Loss: 546.8656, Validation Loss: 185.3409
Epoch 40100, Train Loss: 559.7907, Validation Loss: 183.7807
Epoch 40200, Train Loss: 359.7123, Validation Loss: 183.2477
Epoch 40300, Train Loss: 460.6455, Validation Loss: 183.1379
Epoch 40400, Train Loss: 462.4969, Validation Loss: 182.3994
Epoch 40500, Train Loss: 598.1756, Validation Loss: 181.4065
Epoch 40600, Train Loss: 514.1024, Validation Loss: 181.4213
Epoch 40700, Train Loss: 655.9759, Validation Loss: 181.5278
Epoch 40800, Train Loss: 569.7001, Validation Loss: 180.0003
Epoch 40900, Train Loss: 312.5699, Validation Loss: 179.5412
