Using device: cuda
CUDA available: True
Loading light curves...
finished getting all files
Loaded 8190 light curves
/home/pdong/.conda/envs/myenv/lib/python3.11/site-packages/torch/nn/modules/transformer.py:502: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. (Triggered internally at /opt/conda/conda-bld/pytorch_1729647429097/work/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Epoch 0, Train Loss: 2513.2441, Validation Loss: 3994.4728
Epoch 3600, Train Loss: 13.0838, Validation Loss: 359.0977
Epoch 3700, Train Loss: 9.9652, Validation Loss: 341.7155
Epoch 3800, Train Loss: 10.7052, Validation Loss: 330.9580
Epoch 3900, Train Loss: 8.6289, Validation Loss: 318.9955
Epoch 4000, Train Loss: 10.0192, Validation Loss: 312.2677
Epoch 4100, Train Loss: 10.6916, Validation Loss: 301.4371
Epoch 4200, Train Loss: 12.4293, Validation Loss: 291.9678
Epoch 4300, Train Loss: 8.0868, Validation Loss: 286.0112
Epoch 4400, Train Loss: 8.7895, Validation Loss: 285.3630
Epoch 4500, Train Loss: 8.3557, Validation Loss: 291.2271
Epoch 4600, Train Loss: 10.3227, Validation Loss: 280.5068
Epoch 4700, Train Loss: 7.0749, Validation Loss: 270.9109
Epoch 4800, Train Loss: 7.0100, Validation Loss: 265.9295
Epoch 4900, Train Loss: 7.3727, Validation Loss: 264.2976
Epoch 5000, Train Loss: 7.7359, Validation Loss: 269.9692
Epoch 5100, Train Loss: 5.6263, Validation Loss: 257.5799
Epoch 5200, Train Loss: 7.6330, Validation Loss: 248.6399
Epoch 5300, Train Loss: 8.4783, Validation Loss: 248.9471
Epoch 5400, Train Loss: 7.2748, Validation Loss: 244.0401
Epoch 5500, Train Loss: 6.0849, Validation Loss: 242.1712
Epoch 5600, Train Loss: 5.3203, Validation Loss: 238.6794
Epoch 5700, Train Loss: 5.4796, Validation Loss: 238.3739
Epoch 5800, Train Loss: 6.4193, Validation Loss: 240.9478
Epoch 5900, Train Loss: 7.6137, Validation Loss: 240.9032
Epoch 6000, Train Loss: 5.4959, Validation Loss: 238.1198
Epoch 6100, Train Loss: 7.0074, Validation Loss: 234.5291
Epoch 6200, Train Loss: 6.2362, Validation Loss: 240.0291
Epoch 6300, Train Loss: 4.7445, Validation Loss: 233.4650
Epoch 6400, Train Loss: 7.3009, Validation Loss: 228.0655
Epoch 6500, Train Loss: 5.1499, Validation Loss: 230.2192
Epoch 6600, Train Loss: 6.3826, Validation Loss: 224.0828
Epoch 6700, Train Loss: 4.3178, Validation Loss: 234.5687
Epoch 6800, Train Loss: 3.6586, Validation Loss: 229.0274
Epoch 6900, Train Loss: 5.9001, Validation Loss: 228.3681
Epoch 7000, Train Loss: 6.2369, Validation Loss: 218.9167
Epoch 7100, Train Loss: 5.0709, Validation Loss: 222.8111
Epoch 7200, Train Loss: 3.9812, Validation Loss: 224.2782
Epoch 7300, Train Loss: 4.9397, Validation Loss: 219.6222
Epoch 7400, Train Loss: 9.2483, Validation Loss: 214.8758
Epoch 7500, Train Loss: 5.2674, Validation Loss: 219.5169
Epoch 7600, Train Loss: 3.6249, Validation Loss: 219.0914
Epoch 7700, Train Loss: 5.1411, Validation Loss: 215.2745
Epoch 7800, Train Loss: 4.4520, Validation Loss: 224.5044
Epoch 7900, Train Loss: 3.9209, Validation Loss: 216.7802
Epoch 8000, Train Loss: 3.4596, Validation Loss: 225.2796
Epoch 8100, Train Loss: 5.5562, Validation Loss: 216.6005
Epoch 8200, Train Loss: 3.6093, Validation Loss: 216.0755
Epoch 8300, Train Loss: 5.9772, Validation Loss: 215.0884
Epoch 8400, Train Loss: 2.8529, Validation Loss: 222.5681
Epoch 8500, Train Loss: 5.2537, Validation Loss: 226.5673
Epoch 8600, Train Loss: 3.7866, Validation Loss: 223.7011
Epoch 8700, Train Loss: 4.2232, Validation Loss: 215.6113
Epoch 8800, Train Loss: 3.7697, Validation Loss: 223.3448
Epoch 8900, Train Loss: 3.0205, Validation Loss: 226.4920
Epoch 9000, Train Loss: 3.4604, Validation Loss: 220.7776
Epoch 9100, Train Loss: 4.4028, Validation Loss: 214.8092
Epoch 9200, Train Loss: 4.0059, Validation Loss: 224.4623
Epoch 9300, Train Loss: 3.2518, Validation Loss: 220.1077
Epoch 9400, Train Loss: 2.8125, Validation Loss: 221.0199
Epoch 9500, Train Loss: 4.4240, Validation Loss: 215.6237
Epoch 9600, Train Loss: 4.1649, Validation Loss: 218.6358
Epoch 9700, Train Loss: 2.8005, Validation Loss: 224.1534
Epoch 9800, Train Loss: 3.0786, Validation Loss: 223.9708
Epoch 9900, Train Loss: 5.7831, Validation Loss: 230.7350
Computing final losses and generating plots...
