Using device: cuda
CUDA available: True
Loading light curves...
finished getting all files
Loaded 10 light curves
/home/pdong/.conda/envs/myenv/lib/python3.11/site-packages/torch/nn/modules/transformer.py:502: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. (Triggered internally at /opt/conda/conda-bld/pytorch_1729647429097/work/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Epoch 0, Train Loss: 19135.7344, Validation Loss: 4733.5674
Epoch 13100, Train Loss: 257.1850, Validation Loss: 30.5565
Epoch 13200, Train Loss: 250.6774, Validation Loss: 30.5405
Epoch 13300, Train Loss: 245.6280, Validation Loss: 30.5512
Epoch 13400, Train Loss: 251.8067, Validation Loss: 30.5242
Epoch 13500, Train Loss: 235.5858, Validation Loss: 30.4772
Epoch 13600, Train Loss: 236.8271, Validation Loss: 30.4196
Epoch 13700, Train Loss: 239.4261, Validation Loss: 30.4509
Epoch 13800, Train Loss: 245.1195, Validation Loss: 30.4079
Epoch 13900, Train Loss: 233.9000, Validation Loss: 30.3021
Epoch 14000, Train Loss: 234.8024, Validation Loss: 30.2176
Epoch 14100, Train Loss: 238.3505, Validation Loss: 30.2721
Epoch 14200, Train Loss: 241.7856, Validation Loss: 30.2345
Epoch 14300, Train Loss: 224.7389, Validation Loss: 30.2485
Epoch 14400, Train Loss: 247.4871, Validation Loss: 30.1369
Epoch 14500, Train Loss: 263.1593, Validation Loss: 30.0495
Epoch 14600, Train Loss: 242.7442, Validation Loss: 30.0487
Epoch 14700, Train Loss: 268.9685, Validation Loss: 30.0568
Epoch 14800, Train Loss: 234.5536, Validation Loss: 30.0036
Epoch 14900, Train Loss: 242.0902, Validation Loss: 30.0279
Epoch 15000, Train Loss: 221.5325, Validation Loss: 30.0185
Epoch 15100, Train Loss: 235.2521, Validation Loss: 30.0271
Epoch 15200, Train Loss: 230.4368, Validation Loss: 29.9649
Epoch 15300, Train Loss: 254.7543, Validation Loss: 29.9462
Epoch 15400, Train Loss: 208.5062, Validation Loss: 29.9688
Epoch 15500, Train Loss: 235.5036, Validation Loss: 29.9084
Epoch 15600, Train Loss: 223.3795, Validation Loss: 29.8484
Epoch 15700, Train Loss: 230.2085, Validation Loss: 29.9256
Epoch 15800, Train Loss: 242.5328, Validation Loss: 29.8508
Epoch 15900, Train Loss: 230.7366, Validation Loss: 29.8320
Epoch 16000, Train Loss: 252.5463, Validation Loss: 29.9183
Epoch 16100, Train Loss: 211.6295, Validation Loss: 29.8818
Epoch 16200, Train Loss: 226.0755, Validation Loss: 29.8326
Epoch 16300, Train Loss: 210.4901, Validation Loss: 29.8343
Epoch 16400, Train Loss: 210.3845, Validation Loss: 29.8518
Epoch 16500, Train Loss: 220.6198, Validation Loss: 29.6922
Epoch 16600, Train Loss: 243.0243, Validation Loss: 29.6613
Epoch 16700, Train Loss: 227.3522, Validation Loss: 29.6194
Epoch 16800, Train Loss: 218.3880, Validation Loss: 29.6170
Epoch 16900, Train Loss: 220.5640, Validation Loss: 29.5626
Epoch 17000, Train Loss: 226.2154, Validation Loss: 29.5112
Epoch 17100, Train Loss: 237.2056, Validation Loss: 29.5205
Epoch 17200, Train Loss: 231.3707, Validation Loss: 29.4087
Epoch 17300, Train Loss: 215.1341, Validation Loss: 29.3888
Epoch 17400, Train Loss: 216.0130, Validation Loss: 29.3678
Epoch 17500, Train Loss: 214.0822, Validation Loss: 29.4189
Epoch 17600, Train Loss: 229.1922, Validation Loss: 29.3702
Epoch 17700, Train Loss: 215.2162, Validation Loss: 29.3542
Epoch 17800, Train Loss: 227.8944, Validation Loss: 29.3211
Epoch 17900, Train Loss: 209.6414, Validation Loss: 29.3084
Epoch 18000, Train Loss: 209.0465, Validation Loss: 29.3380
Epoch 18100, Train Loss: 223.8156, Validation Loss: 29.3537
Epoch 18200, Train Loss: 210.9757, Validation Loss: 29.3542
Epoch 18300, Train Loss: 225.1586, Validation Loss: 29.3783
Epoch 18400, Train Loss: 215.5556, Validation Loss: 29.2620
Epoch 18500, Train Loss: 205.0042, Validation Loss: 29.2183
Epoch 18600, Train Loss: 214.1497, Validation Loss: 29.2727
Epoch 18700, Train Loss: 214.3321, Validation Loss: 29.2369
Epoch 18800, Train Loss: 246.7702, Validation Loss: 29.2323
Epoch 18900, Train Loss: 197.3443, Validation Loss: 29.2930
Epoch 19000, Train Loss: 218.9453, Validation Loss: 29.2920
Epoch 19100, Train Loss: 220.8282, Validation Loss: 29.2140
Epoch 19200, Train Loss: 251.7167, Validation Loss: 29.1927
Epoch 19300, Train Loss: 207.8469, Validation Loss: 29.2071
Epoch 19400, Train Loss: 196.2699, Validation Loss: 29.1387
Epoch 19500, Train Loss: 197.7997, Validation Loss: 29.1056
Epoch 19600, Train Loss: 227.5303, Validation Loss: 29.0999
Epoch 19700, Train Loss: 189.7124, Validation Loss: 29.0485
Epoch 19800, Train Loss: 214.0670, Validation Loss: 29.0551
Epoch 19900, Train Loss: 207.0177, Validation Loss: 29.0733
Epoch 20000, Train Loss: 219.7011, Validation Loss: 29.0949
Epoch 20100, Train Loss: 194.1115, Validation Loss: 29.1101
Epoch 20200, Train Loss: 208.9849, Validation Loss: 29.0367
Epoch 20300, Train Loss: 210.8364, Validation Loss: 29.0612
Epoch 20400, Train Loss: 209.3467, Validation Loss: 29.0474
Epoch 20500, Train Loss: 180.8180, Validation Loss: 29.0503
Epoch 20600, Train Loss: 207.3624, Validation Loss: 29.0240
Epoch 20700, Train Loss: 196.5835, Validation Loss: 28.9110
Epoch 20800, Train Loss: 199.9883, Validation Loss: 28.8695
Epoch 20900, Train Loss: 206.5574, Validation Loss: 28.8968
Epoch 21000, Train Loss: 185.6738, Validation Loss: 28.8598
Epoch 21100, Train Loss: 215.1411, Validation Loss: 28.8920
Epoch 21200, Train Loss: 190.1817, Validation Loss: 28.9640
Epoch 21300, Train Loss: 187.5422, Validation Loss: 28.9001
Epoch 21400, Train Loss: 212.4738, Validation Loss: 28.8765
Epoch 21500, Train Loss: 219.9207, Validation Loss: 28.9479
Epoch 21600, Train Loss: 193.8444, Validation Loss: 28.8505
Epoch 21700, Train Loss: 200.3601, Validation Loss: 28.8598
Epoch 21800, Train Loss: 177.3908, Validation Loss: 28.7825
Epoch 21900, Train Loss: 209.9543, Validation Loss: 28.6653
Epoch 22000, Train Loss: 209.0724, Validation Loss: 28.7106
Epoch 22100, Train Loss: 197.1488, Validation Loss: 28.6711
Epoch 22200, Train Loss: 181.8755, Validation Loss: 28.6498
Epoch 22300, Train Loss: 203.1620, Validation Loss: 28.5995
Epoch 22400, Train Loss: 205.0331, Validation Loss: 28.5569
Epoch 22500, Train Loss: 174.5477, Validation Loss: 28.5841
Epoch 22600, Train Loss: 207.6267, Validation Loss: 28.6311
Epoch 22700, Train Loss: 185.5562, Validation Loss: 28.6137
Epoch 22800, Train Loss: 202.0216, Validation Loss: 28.5617
Epoch 22900, Train Loss: 188.0142, Validation Loss: 28.6036
Epoch 23000, Train Loss: 187.2496, Validation Loss: 28.6028
Epoch 23100, Train Loss: 183.9387, Validation Loss: 28.5178
Epoch 23200, Train Loss: 192.6422, Validation Loss: 28.5020
Epoch 23300, Train Loss: 194.5244, Validation Loss: 28.4554
Epoch 23400, Train Loss: 208.8231, Validation Loss: 28.4105
Epoch 23500, Train Loss: 199.2439, Validation Loss: 28.3520
Epoch 23600, Train Loss: 198.0402, Validation Loss: 28.3530
Epoch 23700, Train Loss: 192.8927, Validation Loss: 28.3852
Epoch 23800, Train Loss: 202.1088, Validation Loss: 28.4205
Epoch 23900, Train Loss: 196.2355, Validation Loss: 28.4386
Epoch 24000, Train Loss: 194.9559, Validation Loss: 28.3793
Epoch 24100, Train Loss: 193.9643, Validation Loss: 28.3886
Epoch 24200, Train Loss: 175.6920, Validation Loss: 28.3140
Epoch 24300, Train Loss: 172.2045, Validation Loss: 28.3144
Epoch 24400, Train Loss: 175.5540, Validation Loss: 28.3168
Epoch 24500, Train Loss: 180.4940, Validation Loss: 28.2494
Epoch 24600, Train Loss: 187.0183, Validation Loss: 28.2433
Epoch 24700, Train Loss: 178.9714, Validation Loss: 28.2278
Epoch 24800, Train Loss: 181.6000, Validation Loss: 28.0701
Epoch 24900, Train Loss: 185.5872, Validation Loss: 28.0910
Epoch 25000, Train Loss: 181.8501, Validation Loss: 28.0353
Epoch 25100, Train Loss: 187.9239, Validation Loss: 28.0833
Epoch 25200, Train Loss: 170.9971, Validation Loss: 28.0084
Epoch 25300, Train Loss: 181.3050, Validation Loss: 28.0717
Epoch 25400, Train Loss: 181.5079, Validation Loss: 28.0567
Epoch 25500, Train Loss: 171.7104, Validation Loss: 27.9916
Epoch 25600, Train Loss: 154.0980, Validation Loss: 27.9473
Epoch 25700, Train Loss: 193.2842, Validation Loss: 28.0622
Epoch 25800, Train Loss: 182.1413, Validation Loss: 28.0370
Epoch 25900, Train Loss: 179.8695, Validation Loss: 28.0635
Epoch 26000, Train Loss: 207.1227, Validation Loss: 27.9765
Epoch 26100, Train Loss: 181.0470, Validation Loss: 27.9256
Epoch 26200, Train Loss: 168.6185, Validation Loss: 27.8100
Epoch 26300, Train Loss: 176.1263, Validation Loss: 27.7876
Epoch 26400, Train Loss: 193.2169, Validation Loss: 27.6607
Epoch 26500, Train Loss: 163.7131, Validation Loss: 27.5387
Epoch 26600, Train Loss: 177.1513, Validation Loss: 27.4952
Epoch 26700, Train Loss: 195.4184, Validation Loss: 27.4625
Epoch 26800, Train Loss: 174.8634, Validation Loss: 27.4221
Epoch 26900, Train Loss: 174.0516, Validation Loss: 27.4230
Epoch 27000, Train Loss: 179.1617, Validation Loss: 27.4630
Epoch 27100, Train Loss: 170.7223, Validation Loss: 27.4340
Epoch 27200, Train Loss: 163.9526, Validation Loss: 27.4737
Epoch 27300, Train Loss: 172.9153, Validation Loss: 27.4449
Epoch 27400, Train Loss: 189.0712, Validation Loss: 27.4019
Epoch 27500, Train Loss: 176.5905, Validation Loss: 27.2080
Epoch 27600, Train Loss: 177.1275, Validation Loss: 27.1175
Epoch 27700, Train Loss: 162.6934, Validation Loss: 27.0608
Epoch 27800, Train Loss: 194.8425, Validation Loss: 27.0640
Epoch 27900, Train Loss: 161.0479, Validation Loss: 27.0386
Epoch 28000, Train Loss: 161.0404, Validation Loss: 27.0618
Epoch 28100, Train Loss: 165.3201, Validation Loss: 27.0375
Epoch 28200, Train Loss: 165.3894, Validation Loss: 27.0485
Epoch 28300, Train Loss: 175.7982, Validation Loss: 26.9574
Epoch 28400, Train Loss: 169.3544, Validation Loss: 26.9586
Epoch 28500, Train Loss: 172.8167, Validation Loss: 26.9344
Epoch 28600, Train Loss: 177.4377, Validation Loss: 26.8690
Epoch 28700, Train Loss: 186.9385, Validation Loss: 26.7421
Epoch 28800, Train Loss: 180.7114, Validation Loss: 26.7154
Epoch 28900, Train Loss: 174.1547, Validation Loss: 26.6039
Epoch 29000, Train Loss: 182.6104, Validation Loss: 26.6888
Epoch 29100, Train Loss: 164.2249, Validation Loss: 26.5617
Epoch 29200, Train Loss: 176.5334, Validation Loss: 26.5228
Epoch 29300, Train Loss: 162.3947, Validation Loss: 26.4247
Epoch 29400, Train Loss: 192.2978, Validation Loss: 26.5117
Epoch 29500, Train Loss: 173.4514, Validation Loss: 26.5463
Epoch 29600, Train Loss: 173.4073, Validation Loss: 26.4431
Epoch 29700, Train Loss: 175.7320, Validation Loss: 26.4339
Epoch 29800, Train Loss: 180.9177, Validation Loss: 26.4498
Epoch 29900, Train Loss: 165.5302, Validation Loss: 26.3974
Epoch 30000, Train Loss: 179.7877, Validation Loss: 26.3402
Epoch 30100, Train Loss: 157.2884, Validation Loss: 26.2487
Epoch 30200, Train Loss: 176.5904, Validation Loss: 26.1715
Epoch 30300, Train Loss: 158.3877, Validation Loss: 26.0944
Epoch 30400, Train Loss: 165.5853, Validation Loss: 26.1348
Epoch 30500, Train Loss: 172.5585, Validation Loss: 26.0737
Epoch 30600, Train Loss: 169.3411, Validation Loss: 26.1022
Epoch 30700, Train Loss: 168.5939, Validation Loss: 26.0504
Epoch 30800, Train Loss: 156.9188, Validation Loss: 26.1027
Epoch 30900, Train Loss: 167.0162, Validation Loss: 25.9534
Epoch 31000, Train Loss: 167.3182, Validation Loss: 25.8293
Epoch 31100, Train Loss: 160.5607, Validation Loss: 25.7359
Epoch 31200, Train Loss: 176.2034, Validation Loss: 25.7209
Epoch 31300, Train Loss: 167.5648, Validation Loss: 25.7393
Epoch 31400, Train Loss: 171.3506, Validation Loss: 25.7044
Epoch 31500, Train Loss: 163.8501, Validation Loss: 25.6581
Epoch 31600, Train Loss: 155.3039, Validation Loss: 25.5574
Epoch 31700, Train Loss: 163.0264, Validation Loss: 25.4950
Epoch 31800, Train Loss: 158.4534, Validation Loss: 25.4502
Traceback (most recent call last):
  File "/orcd/home/002/pdong/Astro UROP/trans_model.py", line 552, in <module>
    torch.save(model.state_dict(), os.path.join(model_dir, 'transformer_vae_best.pt'))
  File "/home/pdong/.conda/envs/myenv/lib/python3.11/site-packages/torch/serialization.py", line 850, in save
    _save(
  File "/home/pdong/.conda/envs/myenv/lib/python3.11/site-packages/torch/serialization.py", line 1112, in _save
    storage = storage.cpu()
              ^^^^^^^^^^^^^
  File "/home/pdong/.conda/envs/myenv/lib/python3.11/site-packages/torch/storage.py", line 254, in cpu
    return torch.UntypedStorage(self.size()).copy_(self, False)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
KeyboardInterrupt
